ObjectID,GlobalID,Tag,Height,Width,Flowering,Browsing,# Minis,Photo Number,Comments,ScGl_tag_id,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1143,884573cd-4a1d-4b1d-b8f2-6729e32db4d4,67.03,3.9,3.9,0,0,0,,,2728,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1144,2585f582-394a-4be1-b10d-17bbc361cb15,67.06,3.9,3.5,0,0,0,,,3534,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1145,711fd1fc-61c3-449c-bf75-65e39ede83c5,67.01,3.5,2.6,0,0,0,,Tag is 11 cm wsw of cactus,333,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1146,30ce77a6-6562-4971-8eae-59f84b7152da,67.02,2.9,1.6,0,0,0,,,2727,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1147,0dee5435-116b-4e00-99c5-11a90c37df8f,67.04,3.4,1.3,0,0,0,,,2729,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1148,7e798cad-9ac9-4af6-ab2b-6e41063c503f,617.01,3,4.4,1,0,0,3,,3700,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1149,753959e4-e8a8-471b-a045-a4d708f156b3,617.02,2.3,3.1,0,0,0,,,3990,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1150,0999030a-5b89-4f71-81dd-f2eeb75f4f34,617.03,2.2,1,0,0,0,,Tag is 60 cm nw of cactus,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1151,756ba905-b42c-4881-b9bd-9da6dca81ab6,491.01,6.2,5.8,1,0,0,6,In atroplex,3844,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1152,2ce00ddc-28a6-4755-a5bb-f75090f3883b,491.02,2,2.9,0,0,0,,,3845,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1153,0d8d44c6-9533-405c-9d97-1ad8d248f266,491.03,2.8,3.3,1,0,,1,Tag is 71 cm w of cactus,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1154,6f8279db-88f5-42f3-a79e-046657910eb6,491.04,2.7,3.2,1,0,0,2,"Tag is 73 cm west if cactus, ",,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1155,ac64847c-b925-48f8-8024-9a4d14f86276,1225,5.5,7.1,1,0,1,6,,2267,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1156,6615b9ce-26e3-421c-bb16-8315c5567a6b,1225.01,2.1,2.6,0,0,0,,,3701,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1157,9bbd69ea-9e33-4925-97b8-5898888ae522,1225.02,1.4,1.1,0,0,0,,Tag is 14 cm wsw of cactus,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1158,3942bbc0-3161-48b7-97e5-7917f1faf03c,605,5.5,6.3,1,0,0,6,,304,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1159,df8ef838-fadf-4fec-a3a0-73c52f6f05b8,695.02,2.5,2.9,1,0,0,1,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1160,f6b130ba-f213-4c7d-bb21-1e27e4e6868e,71,14.4,0,1,0,0,5,,2496,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1161,8176ad17-53ef-4c98-a077-70817bf98f1b,90,11.6,9,1,0,7,16,,241,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1162,f3ad8b49-a813-4e25-aad6-abea94d8eee2,90.23,1.9,1.1,0,0,0,,,3726,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1163,4ccf1023-0daf-4772-847d-dec68a6bac11,90.22,2.5,1.1,0,0,0,,,3725,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1164,723e392c-2b03-4123-a6fa-0424bc47a4b5,90.20,2.3,1.3,0,0,0,,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1165,b45ced0a-eb1e-4e9f-b5f4-a09511807712,90.21,1.6,1.3,0,0,0,,,3724,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1166,2663149c-563f-44e3-81ba-d2e7c8ce892e,99.01,2.5,2,0,0,0,,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1167,2532e824-ca81-45dc-8c92-649749d10904,90.02,2.6,2.7,0,0,0,,,3056,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1168,833347de-97d1-4d07-b98b-175aa3cd7dba,90.04,1.7,2,0,0,0,,,3350,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1169,f41498ad-4fb2-4cb2-9094-1a871c33c97f,90.18,1.3,0.8,0,0,0,,,3721,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1170,c2621522-76c8-41c8-953e-f70d71816160,90.09,1.4,1.4,0,0,0,,,3712,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1171,638ed95c-b823-4287-a6a9-b5b9eae522b1,90.03,1.9,1.2,0,0,0,,,3349,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1172,4af34a04-d4ab-4aa9-836c-c4b2407e0ce9,90.05,2.2,1.7,0,0,0,,,3708,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1173,941827f1-65ec-48b9-8a03-bc9f0f77e455,90.17,1.4,1.5,0,0,0,,,3720,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1174,83b98aaa-a216-4c5b-a90a-317409d32237,90.12,2.2,1.4,0,0,0,,,3715,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1175,222e2440-522c-4bd2-9f05-db07c8a9e571,90.15,1.7,1.3,0,0,0,,,3718,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1176,f130a40d-b8d9-4821-bddb-f6900f4e1b9b,90.07,1.5,1,0,0,0,,,3710,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1177,5e6371df-67b2-4947-b753-de9b2e3f40ff,90.11,1.3,0.9,0,0,0,,,3714,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1178,31496ce7-df28-4db9-a226-aa52d3b78b30,90.08,1,0.6,0,0,0,,,3711,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1179,abe87a68-45db-4dc0-bc1f-7375a2fdb423,90.13,1.1,0.6,0,0,0,,,3716,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1180,5f40969f-f011-456a-b1c6-43c659900b72,90.14,1.3,0.7,0,0,0,,,3717,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1181,df71b2ab-3373-47c6-ae1b-639b9fd16c18,90.06,1.4,0.7,0,0,0,,,3709,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1182,2dd55d37-0f90-492d-a2bd-de41e4be4b40,90.16,1.2,0.8,0,0,0,,,3719,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1183,ef448ab4-6e11-4afe-adab-2b6098784b50,90.20,1.6,1.1,0,0,0,,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1184,8866de31-486f-4518-856d-980e1205cad8,90.10,1.6,0.7,0,0,0,,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1185,319e15c7-c196-4463-8abf-d5ef70e07d81,90.19,1.3,0.7,0,0,0,,,3722,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1186,c537aefc-659e-472e-a37e-0aad3313b5e1,90.24,1.7,0.9,0,0,0,,,,c28a846c-fd56-4b8e-9516-22fab0097aa7,5/4/2024 12:07:36 AM,MichelleDPL,5/4/2024 12:07:36 AM,MichelleDPL
1187,596644a8-f9e1-43fb-bcae-268f55122858,426,8.2,9.3,1,0,,13,,294,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1188,cbe8d3e9-6e84-4b2d-b06c-8684d39d3ead,426.02,1.9,2.6,0,0,,,,3570,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1189,77a4e768-43c6-4d10-ad08-bb1148a3e3d1,426.01,1.5,2.1,0,0,,,,3569,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1190,04dc18ea-54f3-499b-96e3-fbdff546ca85,1244,2.7,5.7,0,0,,,,2277,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1191,e7d47faa-264f-4e9c-8bab-1a1a8d06963e,1244.01,1.4,2.6,0,0,,,,,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1192,55a18e51-d3de-4b85-aa9a-76bf3d7e0ef7,1244.02,3.5,5.3,0,0,,,,2279,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1193,b89c729c-34b5-4b94-a444-34818a34856f,1244.03,1,0.8,0,0,,,,3861,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1194,be3eb93b-8acc-45af-a47c-5ba1ebf8af95,361,,,,,,,Dead,340,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1195,d6c2ed59-975b-482d-86eb-f092f57af317,344,,,,,,,Dead,341,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1196,7987a691-1f77-4260-ab97-ff1c391cd880,413,5.9,5.8,1,0,,3,,293,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1197,e3195283-5e2a-4804-b2cc-932a1677a187,398,7.9,5.8,1,,,3,,2497,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1198,c3bdcd1f-83d4-4a8b-a016-a570f5cd0820,398.01,2.1,2.2,0,0,,,,3754,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1199,fd1a8dd2-56c6-473d-b34c-f9cc54042728,418,4.3,6.8,1,0,,5,,292,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1200,07271d96-eb24-439f-ab32-a3159b9948d8,418.01,1.5,1.6,0,0,,,,3755,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1201,c60f70c1-f1fe-4d4d-9327-3fba09b06050,418.02,0.5,0.6,0,0,,,,,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1202,9a98f137-5345-41ee-9702-c98ee12ce0ba,45,3.6,6.3,1,0,,7,,291,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1203,7aafc622-21a3-462a-9fdf-508659638d93,45.02,1.5,0.4,0,0,,,,3862,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1204,9ffec714-e583-4298-be72-538d9115d9d7,45.01,1,2.6,0,1,,,Heavily damaged,3571,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1205,02dee7d3-cf38-4aa2-8ded-68d6c16d97e0,1237,4.6,6.5,1,0,,7,,2276,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1206,6fbf9a48-e6aa-4696-b639-4713786572f9,1237.01,5.6,5.5,1,0,,5,,3383,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1207,0a14f7da-7a61-44fc-bb3e-406220f32eb1,1237.02,3.1,5.1,1,0,,3,,4024,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1208,533da6d3-797a-481e-b0a1-67da9ccc67d3,1237.03,1.9,1.3,0,0,,,Tag 48 cm NE of cactus.,,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1209,b153f7f3-013b-4966-aff0-d5a2b7963c61,347.03,4,5.3,1,0,,4,,394,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1210,a20d423e-7a3d-4b34-b93b-89691942257d,347.01,2.3,5,1,0,,3,,392,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1211,66962cd5-9a14-4f74-948e-67beaf243a72,347.02,1.9,4.9,1,0,,2,,393,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1212,be9c06b1-9c93-47be-8626-b33b8068c9f5,347,2.2,4,1,0,,1,,342,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1213,17f1b081-5968-4cb6-b327-9549fa187e87,97,8.3,7.4,1,0,,5,Tag hidden between cacti,289,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1214,c8becfe3-4666-48d1-abd1-c4add9a38007,425,4,6.2,1,0,,5,,290,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1215,2be11b6d-789d-4454-8bfc-f7b7e5fd7f87,425.04,1.2,0.8,0,0,,,,4028,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1216,2f72dcff-5e14-49cc-84fe-9b8afdc0ff34,425.02,0.6,0.4,0,0,,,,4026,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1217,3648d33f-611c-4109-88d8-995826a9f880,425.03,1.8,0.5,0,0,,,,4027,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1218,2c4ba3a4-3ebf-461b-9a91-c869c34c863b,425.01,1.2,0.7,0,0,,,,4025,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1219,96210c47-acd9-41fc-9725-7cd6022dfa2b,97.01,4.9,5.6,1,0,,5,,325,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1220,25661b22-fbc3-45df-bc8e-0f59f8df5ebe,97.03,1.4,0.6,0,0,,,,3560,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1221,56e33478-b847-4ba3-9a60-7ded5249649a,97.02,2.1,2.5,0,0,,,,3560,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1222,a45e4c4a-3889-4e0d-bcaf-1466bcdee527,47,5.8,9.2,1,0,,12,,288,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1223,e40c62bd-798c-447e-a5ac-63fa1f42e6b8,47.02,2.2,4.4,1,0,,3,,3382,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1224,547c9ca9-f10a-425f-8a70-5fd5fc7d0515,47.07,2.2,4,1,0,,2,,3567,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1225,715b138d-106a-41c3-98fc-9a7f0e9be106,47.03,1.5,2.7,0,0,,,,3562,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1226,e97e8e91-0f6c-40a8-87ad-8c0a27ee28f4,47.06,2.7,1.4,0,0,,,,3565,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1227,23952384-63c0-4d43-a97d-8d3125c5ff8c,47.04,1,1.8,0,0,,,,3563,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1228,7ff47624-41a3-45c6-8975-e8b00efbe2e3,47.05,2.4,3,1,0,,1,,3564,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1229,0840eb0e-a55b-49b5-9778-0af4c3bed22b,47.08,1.7,3.6,0,0,,,,3752,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1230,17a239a6-92e7-4e06-b29b-30bf600b1e12,47.1,1.2,0.7,0,0,,,Tag is 9 cm NNW OF Cactus,,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1231,0e857ae2-88ad-4fb6-8dcb-51e54a6103b9,18.05,3.4,4.6,1,0,,4,,3568,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1232,2816f0d4-2937-40e2-b8ee-efc738d57785,18.03,1.8,2.8,0,0,,,,3379,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1233,c15c7691-55e6-4d32-9308-23bbceb3bf14,18.02,0.6,1.2,0,0,,,,2502,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1234,a65437ae-b177-4e63-b95a-05072e6ebced,18.01,1,0.6,0,0,,,,2501,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1235,4e594435-7d64-45b4-aab4-e409bbe3c37d,18.04,1.1,0.7,0,0,,,,3380,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1236,93aaafcf-7d92-4cdd-ab21-eae0a0b218dd,18.06,0.6,0.6,0,0,,,Tag is 12 cm NW of cactus,,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1237,ceaccec8-e1d7-4e04-ac8d-504d595b2299,613.03,2.3,3.3,1,0,,3,,3378,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1238,871d378f-7cf3-47c3-bd58-560ae2e621a9,613.04,1.9,4,1,0,,2,,4019,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1239,f461b41e-5714-44a8-8dd2-ebebe5ee9b1f,613.05,2.1,4.2,1,0,,2,,4020,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1240,88c8ae26-7566-4ae1-ae96-bb934b9e0bcb,947,6.4,8,1,0,,13,,386,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1241,d40f6d13-9ecf-41f5-abab-8db41e2cbe33,947.01,1.8,2,0,0,,,,3566,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1242,28f4be06-7cd9-486d-a310-66a95ca80840,947.02,2.2,1.4,0,0,,,,4018,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1243,5ac1ca6c-568f-451f-84e1-9b19c9158ef2,993.01,4.6,6.3,1,0,,6,,2275,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1244,327b4de1-c729-4209-881c-d5d1c99e4762,993.02,2.3,4.6,1,0,,2,,3377,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1245,d46296e0-8d61-464c-af78-dd970758e1df,993.03,1.7,2.7,0,0,,,,3753,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1246,6e362e3a-782a-42f1-b292-5653f37785bc,993.04,2.2,2.6,0,0,,,,4022,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1247,ab0ea41a-5629-47c8-8dfb-1a5bdc4a3574,615,4.8,4.3,1,,,1,,328,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1248,29fe53ce-6d92-4a71-a4db-000b831b1bbe,95,4.3,7.2,1,0,3,5,,287,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1249,114a954f-e002-4fbc-9ea0-3eb75122b914,95.02,0.9,2.9,0,0,,,,2499,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1250,7864cf75-91b4-4f97-bb01-af4d78ba84f8,95.04,1.7,1.2,0,0,,,,3376,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
1251,6db1923d-44db-4904-b90b-a44d6b666126,95.01,1.4,3.3,0,0,,,,2274,18f15f83-8960-4651-ac3f-629af8a267d8,5/4/2024 12:07:46 AM,MichelleDPL,5/4/2024 12:07:46 AM,MichelleDPL
